Change component parameters: Designator = "U400"; Footprint = "BuckyBadger"; UniqueID = "\LBGKHAKR"
Change component parameters (AddParameter): Name = "DELETED"; Value = "Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dominant Wave Length"; Value = "587 nm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Emitting Color"; Value = "Amber"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Current"; Value = "30 mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Voltage"; Value = "2.4 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "High Brightness"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lens Dimensions"; Value = "1.4x1.25x0.5 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Luminous Intensity"; Value = "50mcd"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lum Intensity"; Value = "50mcd"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Main Category"; Value = "Chip LED"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Vishay / Lite-On"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "LTST-C171KSKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of  Elements"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature Classification"; Value = "Industrial"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temp Range"; Value = "-55C to 85C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Type"; Value = "Chip Led"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Peak Wavelength"; Value = "588 nm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pin Count"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "75 W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.33, 10=0.239, 25=0.1764, 100=0.126, 250=0.0856, 500=0.0756, 1000=0.0592 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Depth (mm)"; Value = "1.25 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Height (mm)"; Value = "0.8 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Length (mm)"; Value = "2 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rad Hardened"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Voltage"; Value = "5 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Shape Type"; Value = "Rectangular"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "18113"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "160-1428-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Test Current (It)"; Value = "20 mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Uni-Color"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Viewing Angle"; Value = "130 deg"; VariantName = "[No Variations]"
Change component parameters: Designator = "S200"; Footprint = "DPDT"; UniqueID = "\PKAYTVOX"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Actuator Color"; Value = "Black"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Actuator Material"; Value = "Nylon 4/6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Actuator Style"; Value = "Top Slide"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Base Material"; Value = "N/A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Body Orientation"; Value = "Straight"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Code_IPC"; Value = "SOT26A-6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Code_JEITA"; Value = "SC-74"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/23829/1707718-23829488.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/23829/1707718-23829488.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/2889/js-29aug13-2889127.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/2889/js-29aug13-2889127.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/2889/js-15sept15-2889128.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/2889/js-15sept15-2889128.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/2889/js-15sept15-2889129.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/2889/js-15sept15-2889129.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/22630/1707718-22630697.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/22630/1707718-22630697.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/8625/js-9dec14-8625470.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/8625/js-9dec14-8625470.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Material"; Value = "Copper Alloy"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Silver"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Rating @ Voltage"; Value = "0.3@6VDC A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "COO"; Value = "US"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric Strength"; Value = "500 VAC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dimension"; Value = "9 x 7.5 x 5.5 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ECCN"; Value = "EAR99"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Electrical Life"; Value = "15000 Cycles"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Family"; Value = "JS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Housing Material"; Value = "Nylon 4/6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "HTS"; Value = "8536509050"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "29-May-2009"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "IPC-7351 Footprint Added."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "ITT /  C&K Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "JS202011SCQN"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Maximum AC Voltage Rating"; Value = "N/A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Maximum Contact Resistance"; Value = "70 mOhm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Maximum DC Voltage Rating"; Value = "6 V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mechanical Life"; Value = "N/A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Minimum Insulation Resistance"; Value = "100 MOhm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting"; Value = "Surface Mount,Gull Wing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-40 to 85 C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "6-Pin SOT-23 Package 0.95 mm Pitch, 2.7 mm Lead Span"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "SOT23-6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageVersion"; Value = "Mar-2001"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part No"; Value = "JS202011SCQN"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pole Throw Configuration"; Value = "DPDT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.46, 10=0.441, 25=0.4316, 50=0.3858, 100=0.3674, 250=0.3582, 500=0.3031 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Product Weight"; Value = "N/A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "24-Mar-1999"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Seal Description"; Value = "N/A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Seal Location"; Value = "N/A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "22661"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "C&K Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "401-2002-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Standard Pack"; Value = "5,000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Switch Configuration"; Value = "N/A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Sub-Miniature"; VariantName = "[No Variations]"
Change Net Name : Old Net Name=Net*_6 New Net Name=KEY3
Change Net Name : Old Net Name=Net*_7 New Net Name=KEY2
Change Net Name : Old Net Name=Net*_8 New Net Name=KEY1
Change Net Name : Old Net Name=Net*_9 New Net Name=KEY0
Change Net Name : Old Net Name=Net*_14 New Net Name=RESET
Change Net Name : Old Net Name=NetC300_1 New Net Name=SW1
Change Net Name : Old Net Name=NetR302_1 New Net Name=SW2
Change Net Name : Old Net Name=NetR303_2 New Net Name=BOOT0
